City;Couleur;Forme;State;Time;Date;Heure
Gilbert;;OVAL;AZ;10/12/2000 18:59;12/10/2000;18:59
Gilbert;RED;VARIOUS;AZ;10/12/2000 19:00;12/10/2000;19:00
Tulsa;;FIREBALL;OK;10/12/2000 19:30;12/10/2000;19:30
Buckeye;;LIGHT;AZ;10/12/2000 21:30;12/10/2000;21:30
Forest Hills;GREEN;CIRCLE;NY;10/13/2000 1:00;13/10/2000;1:00
Mohawk Valley;;OTHER;AZ;10/13/2000 1:00;13/10/2000;1:00
Tulsa;;FIREBALL;OK;10/13/2000 6:45;13/10/2000;6:45
Newton;;FIREBALL;KS;10/13/2000 8:00;13/10/2000;8:00
Wichita;;OTHER;KS;10/13/2000 18:30;13/10/2000;18:30
Knoxville;;CYLINDER;TN;10/13/2000 18:45;13/10/2000;18:45
Louisville;;TRIANGLE;KY;10/13/2000 18:45;13/10/2000;18:45
Oklahoma;;FIREBALL;OK;10/13/2000 19:00;13/10/2000;19:00
Wichita;;VARIOUS;KS;10/13/2000 19:00;13/10/2000;19:00
Clyde;;CYLINDER;TX;10/13/2000 19:14;13/10/2000;19:14
Jenks;;FIREBALL;OK;10/13/2000 19:20;13/10/2000;19:20
Orangeville;;VARIOUS;PA;10/13/2000 19:25;13/10/2000;19:25
Amarillo;BLUE;LIGHT;TX;10/13/2000 19:30;13/10/2000;19:30
Baird;;FIREBALL;TX;10/13/2000 19:30;13/10/2000;19:30
Elk City;;FIREBALL;OK;10/13/2000 19:53;13/10/2000;19:53
Eugene;;LIGHT;OR;10/13/2000 20:00;13/10/2000;20:00
Miami;;CHEVRON;FL;10/13/2000 20:00;13/10/2000;20:00
Orwigsburg;;FIREBALL;PA;10/13/2000 21:30;13/10/2000;21:30
Portland;;LIGHT;OR;10/13/2000 22:10;13/10/2000;22:10
Salinas;;VARIOUS;CA;10/14/2000 1:16;14/10/2000;1:16
Escondido;;VARIOUS;CA;10/14/2000 2:30;14/10/2000;2:30
Breezewood;ORANGE YELLOW BLUE;CIGAR;PA;10/14/2000 14:18;14/10/2000;14:18
Mechanicsville;;CIRCLE;VA;10/14/2000 16:05;14/10/2000;16:05
Sarasota;;VARIOUS;FL;10/14/2000 18:15;14/10/2000;18:15
Gonzales;;RECTANGLE;LA;10/14/2000 18:30;14/10/2000;18:30
Denver;;VARIOUS;CO;10/14/2000 22:18;14/10/2000;22:18
Southgate;;FIREBALL;MI;10/15/2000 1:35;15/10/2000;1:35
Alabama;;SPHERE;AL;10/15/2000 3:00;15/10/2000;3:00
Clear Lake;GREEN;EGG;TX;10/15/2000 4:00;15/10/2000;4:00
Mt. Kisco;;LIGHT;NY;10/15/2000 4:00;15/10/2000;4:00
Nassau Bay;GREEN;OVAL;TX;10/15/2000 4:00;15/10/2000;4:00
Del Valle;;VARIOUS;TX;10/15/2000 15:30;15/10/2000;15:30
Phoenix;;CIGAR;AZ;10/15/2000 16:30;15/10/2000;16:30
Commerce City to Henderson;;TRIANGLE;CO;10/15/2000 17:00;15/10/2000;17:00
Palm Springs;;LIGHT;CT;10/15/2000 17:00;15/10/2000;17:00
Long Beach;;DIAMOND;CA;10/15/2000 17:52;15/10/2000;17:52
Strawberry;;DISK;AZ;10/15/2000 19:00;15/10/2000;19:00
New Castle;;EGG;PA;10/15/2000 20:00;15/10/2000;20:00
Portland;;CIRCLE;OR;10/15/2000 20:00;15/10/2000;20:00
Lucerne;;TRIANGLE;IN;10/15/2000 20:30;15/10/2000;20:30
Middletown;;CIGAR;CA;10/15/2000 21:10;15/10/2000;21:10
Houston;;TRIANGLE;TX;10/15/2000 21:30;15/10/2000;21:30
Greensboro;;OVAL;NC;10/15/2000 22:00;15/10/2000;22:00
Martins Ferry;;VARIOUS;OH;10/15/2000 23:00;15/10/2000;23:00
Spring Lake;;OTHER;NC;10/15/2000 23:00;15/10/2000;23:00
Woodstock;;FIREBALL;CT;10/16/2000 12:22;16/10/2000;12:22
Kenosha;;LIGHT;WI;10/16/2000 18:10;16/10/2000;18:10
Jefferson City;;TRIANGLE;MO;10/16/2000 23:00;16/10/2000;23:00
Bellerose;YELLOW;DISK;NY;10/16/2000 23:55;16/10/2000;23:55
Napoleonville;RED;OTHER;LA;10/17/2000 19:00;17/10/2000;19:00
Yampa;RED GREEN;LIGHT;CO;10/17/2000 19:00;17/10/2000;19:00
Oakland Park;;DIAMOND;FL;10/17/2000 19:45;17/10/2000;19:45
Eureka;ORANGE;LIGHT;CA;10/17/2000 20:30;17/10/2000;20:30
Tucson;RED BLUE;DIAMOND;AZ;10/17/2000 21:00;17/10/2000;21:00
Seattle;;CIRCLE;WA;10/18/2000 6:02;18/10/2000;6:02
Boynton Beach;;OTHER;FL;10/18/2000 20:25;18/10/2000;20:25
Royal Palm Beach;;FIREBALL;FL;10/18/2000 20:43;18/10/2000;20:43
Seattle;GREEN;CIRCLE;WA;10/18/2000 20:45;18/10/2000;20:45
McKinney;;LIGHT;TX;10/18/2000 22:15;18/10/2000;22:15
Vineland;;SPHERE;CO;10/19/2000 0:00;19/10/2000;0:00
Waxhaw;;VARIOUS;NC;10/19/2000 5:28;19/10/2000;5:28
Old Fort;YELLOW;CIGAR;TN;10/19/2000 6:30;19/10/2000;6:30
Salt Lake City;;SPHERE;UT;10/19/2000 7:40;19/10/2000;7:40
Hatfield;;LIGHT;MA;10/19/2000 20:00;19/10/2000;20:00
Allegan;;TRIANGLE;MI;10/20/2000 1:30;20/10/2000;1:30
Louisville;;LIGHT;KY;10/20/2000 3:00;20/10/2000;3:00
Lansing;;VARIOUS;MI;10/20/2000 7:50;20/10/2000;7:50
Granite;;VARIOUS;IL;10/20/2000 12:00;20/10/2000;12:00
Easley;;DISK;SC;10/20/2000 20:00;20/10/2000;20:00
Ridgefield;;TRIANGLE;CT;10/20/2000 20:30;20/10/2000;20:30
Westbury;;DISK;NY;10/20/2000 20:45;20/10/2000;20:45
Kenosha;;LIGHT;WI;10/20/2000 21:00;20/10/2000;21:00
West Branch;;VARIOUS;IA;10/20/2000 21:00;20/10/2000;21:00
Greenville;;VARIOUS;NC;10/20/2000 23:30;20/10/2000;23:30
Alma;;OVAL;WI;10/21/2000 9:30;21/10/2000;9:30
DeSmet;;VARIOUS;SD;10/21/2000 12:00;21/10/2000;12:00
West Manchester;;CYLINDER;OH;10/21/2000 13:30;21/10/2000;13:30
Rocky Hill;;CHEVRON;CT;10/21/2000 17:00;21/10/2000;17:00
Saginaw;;CONE;MI;10/21/2000 19:00;21/10/2000;19:00
Fayetteville;;CROSS;AR;10/21/2000 20:15;21/10/2000;20:15
Modesto;;FORMATION;CA;10/21/2000 21:15;21/10/2000;21:15
San Jose;ORANGE YELLOW;OTHER;CA;10/22/2000 2:30;22/10/2000;2:30
Oshkosh;;VARIOUS;WI;10/22/2000 4:30;22/10/2000;4:30
Turlock;;TRIANGLE;CA;10/22/2000 6:10;22/10/2000;6:10
Lebanon;;LIGHT;PA;10/22/2000 6:30;22/10/2000;6:30
Cooper City;BLUE;OTHER;FL;10/22/2000 19:30;22/10/2000;19:30
Tulsa;;TRIANGLE;OK;10/22/2000 22:00;22/10/2000;22:00
Puyallup;RED;DIAMOND;WA;10/22/2000 23:00;22/10/2000;23:00
White Bear Lake;;TRIANGLE;MN;10/23/2000 0:00;23/10/2000;0:00
Harpursville;RED BLUE;VARIOUS;NY;10/23/2000 0:05;23/10/2000;0:05
Elmira;;CYLINDER;WA;10/23/2000 2:30;23/10/2000;2:30
Southbury;;LIGHT;CT;10/23/2000 6:50;23/10/2000;6:50
Sacramento;;CYLINDER;CA;10/23/2000 11:00;23/10/2000;11:00
Jersey City;;SPHERE;NJ;10/23/2000 14:00;23/10/2000;14:00
Nolensville;;VARIOUS;TN;10/23/2000 14:00;23/10/2000;14:00
Kamiah;;CIGAR;ID;10/23/2000 17:30;23/10/2000;17:30
Mountain Home;;LIGHT;AR;10/23/2000 18:25;23/10/2000;18:25
Seattle;;LIGHT;WA;10/23/2000 21:45;23/10/2000;21:45
Seattle;;SPHERE;WA;10/23/2000 21:55;23/10/2000;21:55
Seattle;GREEN;EGG;WA;10/23/2000 22:00;23/10/2000;22:00
Yamhill;;TRIANGLE;PA;10/23/2000 22:25;23/10/2000;22:25
Kent;BLUE;OTHER;WA;10/24/2000 6:45;24/10/2000;6:45
Medina;;DIAMOND;OH;10/24/2000 19:15;24/10/2000;19:15
Street;;OVAL;MD;10/24/2000 20:25;24/10/2000;20:25
Gila Bend;;TRIANGLE;AZ;10/24/2000 20:45;24/10/2000;20:45
Munhall;;LIGHT;PA;10/25/2000 0:00;25/10/2000;0:00
Northampton;;FIREBALL;MA;10/25/2000 19:15;25/10/2000;19:15
Peoria;;FIREBALL;AZ;10/25/2000 20:15;25/10/2000;20:15
Poulsbo;ORANGE;OTHER;WA;10/25/2000 20:30;25/10/2000;20:30
Seattle;;TRIANGLE;WA;10/25/2000 20:30;25/10/2000;20:30
Alma;;LIGHT;NM;10/25/2000 21:05;25/10/2000;21:05
Portland;;VARIOUS;ME;10/25/2000 23:20;25/10/2000;23:20
Scottsdale;;VARIOUS;AZ;10/26/2000 3:30;26/10/2000;3:30
Panama City Beach;;OTHER;FL;10/26/2000 13:48;26/10/2000;13:48
Agency;;OTHER;MO;10/26/2000 17:30;26/10/2000;17:30
Greenlee County;;CIRCLE;AZ;10/26/2000 19:00;26/10/2000;19:00
Buckeye;;LIGHT;AZ;10/26/2000 20:45;26/10/2000;20:45
Longville;RED;VARIOUS;LA;10/26/2000 21:30;26/10/2000;21:30
Aurora;;TRIANGLE;CO;10/26/2000 22:00;26/10/2000;22:00
Greeley;;TRIANGLE;CO;10/26/2000 22:30;26/10/2000;22:30
Anchorage;;LIGHT;AK;10/26/2000 23:30;26/10/2000;23:30
Parker Canyon Lake;;TRIANGLE;AZ;10/27/2000 0:00;27/10/2000;0:00
San Antonio;;LIGHT;TX;10/27/2000 3:00;27/10/2000;3:00
Phoenix;RED;FIREBALL;AZ;10/27/2000 8:30;27/10/2000;8:30
Seattle;;OVAL;WA;10/27/2000 10:30;27/10/2000;10:30
Ward;;OTHER;AR;10/27/2000 18:00;27/10/2000;18:00
Prattsburgh;;FLASH;NY;10/27/2000 22:00;27/10/2000;22:00
Lake Worth;YELLOW;LIGHT;FL;10/28/2000 0:00;28/10/2000;0:00
Springfield;;CIGAR;MO;10/28/2000 0:00;28/10/2000;0:00
Laurel;BLUE;SPHERE;MD;10/28/2000 1:00;28/10/2000;1:00
Portland;;SPHERE;ME;10/28/2000 10:30;28/10/2000;10:30
Kintnersville;ORANGE;OTHER;PA;10/28/2000 15:00;28/10/2000;15:00
Bellingham;;FLASH;WA;10/28/2000 18:15;28/10/2000;18:15
St. George;;VARIOUS;UT;10/28/2000 19:00;28/10/2000;19:00
Fairview;;VARIOUS;MI;10/28/2000 19:30;28/10/2000;19:30
Scranton;;OTHER;PA;10/28/2000 20:30;28/10/2000;20:30
Poughkeepsie;;TRIANGLE;NY;10/28/2000 21:00;28/10/2000;21:00
Sheboygan;;CIRCLE;WI;10/28/2000 21:20;28/10/2000;21:20
Laurel;;CIRCLE;MD;10/28/2000 21:30;28/10/2000;21:30
Jersey City;;LIGHT;NJ;10/28/2000 22:50;28/10/2000;22:50
Flint;;TRIANGLE;MI;10/29/2000 1:00;29/10/2000;1:00
Norwalk;;LIGHT;OH;10/29/2000 11:10;29/10/2000;11:10
Olympia;;OTHER;WA;10/29/2000 17:00;29/10/2000;17:00
Edgewood;GREEN;FIREBALL;WA;10/29/2000 17:20;29/10/2000;17:20
Graham;;FIREBALL;WA;10/29/2000 17:20;29/10/2000;17:20
Aberdeen;GREEN;FIREBALL;WA;10/29/2000 17:25;29/10/2000;17:25
La Canada;;TRIANGLE;CA;10/29/2000 17:30;29/10/2000;17:30
Gilbert;RED;LIGHT;AZ;10/29/2000 18:30;29/10/2000;18:30
Camano Island;;LIGHT;WA;10/29/2000 18:45;29/10/2000;18:45
Munroe Falls;;LIGHT;OH;10/29/2000 19:30;29/10/2000;19:30
Pottstown;;LIGHT;PA;10/29/2000 19:40;29/10/2000;19:40
Fairview;RED YELLOW;DISK;MI;10/29/2000 20:00;29/10/2000;20:00
Mt Vernon;;FLASH;WA;10/29/2000 20:00;29/10/2000;20:00
Dateland;;DIAMOND;AZ;10/29/2000 21:30;29/10/2000;21:30
Marion;ORANGE;LIGHT;KS;10/29/2000 21:30;29/10/2000;21:30
Unadilla;;TRIANGLE;NE;10/29/2000 23:50;29/10/2000;23:50
San Diego;;OTHER;CA;10/30/2000 4:20;30/10/2000;4:20
McMinnville;;CIGAR;OR;10/30/2000 16:00;30/10/2000;16:00
Sulphur Springs;;CIRCLE;TX;10/30/2000 18:00;30/10/2000;18:00
Austintown;GREEN;VARIOUS;OH;10/30/2000 19:00;30/10/2000;19:00
Pearl;;TRIANGLE;MS;10/30/2000 20:30;30/10/2000;20:30
Woodland;;SPHERE;CA;10/30/2000 21:12;30/10/2000;21:12
Woodland;ORANGE;SPHERE;CA;10/30/2000 21:12;30/10/2000;21:12
Boise;;CIRCLE;ID;10/31/2000 7:00;31/10/2000;7:00
Roseville;;CIRCLE;CA;10/31/2000 16:30;31/10/2000;16:30
Channing;;DISK;MI;10/31/2000 17:30;31/10/2000;17:30
Brookfield;RED;OTHER;WI;10/31/2000 18:30;31/10/2000;18:30
Fostoria;;VARIOUS;OH;10/31/2000 18:30;31/10/2000;18:30
Lansing;;LIGHT;MI;10/31/2000 18:30;31/10/2000;18:30
Noblesville;;LIGHT;IN;10/31/2000 18:30;31/10/2000;18:30
Sterling Heights;;OTHER;MI;10/31/2000 18:30;31/10/2000;18:30
Rochester Hills;;FIREBALL;MI;10/31/2000 18:45;31/10/2000;18:45
Saginaw;;FIREBALL;MI;10/31/2000 18:45;31/10/2000;18:45
South Lyon;;LIGHT;MI;10/31/2000 18:45;31/10/2000;18:45
Elyria;;VARIOUS;OH;10/31/2000 19:00;31/10/2000;19:00
Germantown;;CIRCLE;WI;10/31/2000 19:00;31/10/2000;19:00
Grand Ledge;;LIGHT;MI;10/31/2000 19:00;31/10/2000;19:00
Perry;;FIREBALL;MI;10/31/2000 19:00;31/10/2000;19:00
Cygnet;;EGG;OH;10/31/2000 19:15;31/10/2000;19:15
Riverdale;;DIAMOND;MD;10/31/2000 19:30;31/10/2000;19:30
Sipsey;;DISK;AL;10/31/2000 20:00;31/10/2000;20:00
Whitmore Lake;;CIRCLE;MI;10/31/2000 20:00;31/10/2000;20:00
New City;GREEN;DISK;NY;10/31/2000 20:32;31/10/2000;20:32
Cincinnati;;TRIANGLE;OH;10/31/2000 21:00;31/10/2000;21:00
Austin;;DISK;TX;11/1/2000 1:00;1/11/2000;1:00
Commack;;EGG;NY;11/1/2000 3:00;1/11/2000;3:00
Smithton;;OTHER;MO;11/1/2000 13:40;1/11/2000;13:40
Costa Mesa;ORANGE;TRIANGLE;CA;11/1/2000 18:30;1/11/2000;18:30
Union;;LIGHT;NJ;11/1/2000 20:00;1/11/2000;20:00
Mitchell;;OTHER;SD;11/1/2000 21:00;1/11/2000;21:00
Blythe;;DIAMOND;CA;11/1/2000 22:56;1/11/2000;22:56
Dayton;;DISK;IA;11/2/2000 1:00;2/11/2000;1:00
Medford;;CIRCLE;WI;11/2/2000 5:30;2/11/2000;5:30
Kansas;;VARIOUS;KS;11/2/2000 17:00;2/11/2000;17:00
Dana Point;;TRIANGLE;CA;11/2/2000 19:30;2/11/2000;19:30
Bloomfield;;DISK;NJ;11/2/2000 19:45;2/11/2000;19:45
Cresskill;;DISK;NJ;11/2/2000 19:50;2/11/2000;19:50
Petaluma;;FORMATION;CA;11/2/2000 20:30;2/11/2000;20:30
Kennewick;;TRIANGLE;WA;11/2/2000 21:30;2/11/2000;21:30
Fort Worth;;FIREBALL;TX;11/2/2000 22:00;2/11/2000;22:00
Seattle;;LIGHT;WA;11/3/2000 0:45;3/11/2000;0:45
Surprise;;DISK;AZ;11/3/2000 4:20;3/11/2000;4:20
Ashland City;;TRIANGLE;TN;11/3/2000 13:00;3/11/2000;13:00
Decorah;;VARIOUS;IA;11/3/2000 15:40;3/11/2000;15:40
Bend;RED BLUE;CIRCLE;OR;11/3/2000 16:50;3/11/2000;16:50
Dover;;TRIANGLE;DE;11/3/2000 19:40;3/11/2000;19:40
Laguna Hills;;VARIOUS;CA;11/3/2000 20:30;3/11/2000;20:30
Fortuna;ORANGE;OVAL;CA;11/3/2000 22:35;3/11/2000;22:35
Garland;GREEN;VARIOUS;TX;11/4/2000 0:20;4/11/2000;0:20
Yucaipa;;VARIOUS;CA;11/4/2000 2:40;4/11/2000;2:40
Windsor Locks;;LIGHT;CT;11/4/2000 13:45;4/11/2000;13:45
Sidney;;CIRCLE;ME;11/4/2000 18:00;4/11/2000;18:00
Ann Arbor;RED;LIGHT;MI;11/4/2000 19:30;4/11/2000;19:30
Scottsdale;;TRIANGLE;AZ;11/4/2000 20:45;4/11/2000;20:45
Sanibel Island;RED;LIGHT;FL;11/4/2000 22:00;4/11/2000;22:00
Peoria;RED ORANGE;CIRCLE;AZ;11/5/2000 1:00;5/11/2000;1:00
Plantation;;TEARDROP;FL;11/5/2000 5:12;5/11/2000;5:12
Fort Wayne;;FORMATION;IN;11/5/2000 16:45;5/11/2000;16:45
San Francisco;;FIREBALL;CA;11/6/2000 1:30;6/11/2000;1:30
Sacramento;;CIRCLE;CA;11/6/2000 14:00;6/11/2000;14:00
Kearney;;EGG;MO;11/6/2000 20:00;6/11/2000;20:00
Houston;;TRIANGLE;TX;11/6/2000 21:00;6/11/2000;21:00
Mentor;;CIRCLE;OH;11/6/2000 21:30;6/11/2000;21:30
Homer;;OTHER;AK;11/7/2000 0:10;7/11/2000;0:10
Reno;;TRIANGLE;NV;11/7/2000 2:15;7/11/2000;2:15
Reading;;LIGHT;PA;11/7/2000 3:30;7/11/2000;3:30
Lackawaxen;;LIGHT;PA;11/7/2000 3:55;7/11/2000;3:55
Dallas;;DISK;TX;11/7/2000 17:50;7/11/2000;17:50
Roseville;;TRIANGLE;CA;11/7/2000 22:00;7/11/2000;22:00
Bellevue;;OTHER;WA;11/8/2000 12:20;8/11/2000;12:20
Scottsdale;;TEARDROP;AZ;11/8/2000 16:30;8/11/2000;16:30
Chandler;;CIRCLE;AZ;11/8/2000 19:15;8/11/2000;19:15
Winfield;;FIREBALL;WV;11/8/2000 22:00;8/11/2000;22:00
Douglassville;;OTHER;PA;11/8/2000 22:30;8/11/2000;22:30
Eugene;;LIGHT;OR;11/8/2000 22:30;8/11/2000;22:30
Honolulu;;FORMATION;HI;11/9/2000 0:05;9/11/2000;0:05
Paso Robles;;RECTANGLE;CA;11/10/2000 16:00;10/11/2000;16:00
Perrysburg;;RECTANGLE;OH;11/10/2000 18:00;10/11/2000;18:00
Syracuse;;TRIANGLE;NY;11/10/2000 23:00;10/11/2000;23:00
Slate Hill;;CIRCLE;NY;11/11/2000 5:00;11/11/2000;5:00
Concord;;DISK;NC;11/11/2000 9:00;11/11/2000;9:00
Los Molinos;;OVAL;CA;11/11/2000 10:45;11/11/2000;10:45
Tulsa;;CIRCLE;OK;11/11/2000 14:00;11/11/2000;14:00
Tarpon Springs;;CYLINDER;FL;11/11/2000 14:35;11/11/2000;14:35
Bend;;LIGHT;OR;11/11/2000 17:05;11/11/2000;17:05
Bend;;CIRCLE;OR;11/11/2000 17:30;11/11/2000;17:30
Berlin;;DISK;MA;11/11/2000 17:30;11/11/2000;17:30
Pollock Pines;;LIGHT;CA;11/11/2000 18:35;11/11/2000;18:35
Indianapolis;;OTHER;IN;11/11/2000 19:32;11/11/2000;19:32
Charleston;;LIGHT;IL;11/11/2000 21:00;11/11/2000;21:00
Russell Springs;;FORMATION;KY;11/12/2000 3:00;12/11/2000;3:00
Glendale;;LIGHT;AZ;11/12/2000 6:20;12/11/2000;6:20
Jackson;;TRIANGLE;TN;11/12/2000 9:00;12/11/2000;9:00
Orlando;;CIRCLE;FL;11/12/2000 14:00;12/11/2000;14:00
Los Angeles;;VARIOUS;CA;11/12/2000 15:30;12/11/2000;15:30
Port Jefferson;GREEN;VARIOUS;NY;11/12/2000 21:45;12/11/2000;21:45
Somerville;GREEN;FIREBALL;NJ;11/12/2000 22:00;12/11/2000;22:00
LaMesa;;FIREBALL;CA;11/12/2000 22:30;12/11/2000;22:30
Miami;;OTHER;FL;11/12/2000 22:58;12/11/2000;22:58
Lynchburg;BLUE;LIGHT;VA;11/12/2000 23:15;12/11/2000;23:15
Canyon;;EGG;CA;11/13/2000 0:01;13/11/2000;0:01
Denton;;TRIANGLE;TX;11/13/2000 18:30;13/11/2000;18:30
Vail;;TEARDROP;AZ;11/13/2000 19:15;13/11/2000;19:15
Los Angeles;;VARIOUS;CA;11/13/2000 19:43;13/11/2000;19:43
Lawrenceville;;RECTANGLE;GA;11/13/2000 19:45;13/11/2000;19:45
Fort Myers;;OVAL;FL;11/13/2000 20:00;13/11/2000;20:00
Heflin;;DIAMOND;LA;11/13/2000 21:00;13/11/2000;21:00
Ellinwood;;FIREBALL;KS;11/13/2000 22:00;13/11/2000;22:00
Henderson;;VARIOUS;TX;11/14/2000 0:00;14/11/2000;0:00
Kiln;;VARIOUS;MS;11/14/2000 18:30;14/11/2000;18:30
Ellensburg;;VARIOUS;WA;11/14/2000 20:15;14/11/2000;20:15
McAlpin;;FIREBALL;FL;11/14/2000 20:25;14/11/2000;20:25
Ellensburg;;CHEVRON;WA;11/14/2000 21:00;14/11/2000;21:00
Greenup;;FIREBALL;KY;11/14/2000 21:00;14/11/2000;21:00
San Diego;;LIGHT;CA;11/14/2000 21:00;14/11/2000;21:00
Cambridge;;LIGHT;MD;11/15/2000 7:00;15/11/2000;7:00
Southwest;;TRIANGLE;AR;11/15/2000 8:30;15/11/2000;8:30
East Lansing;;DIAMOND;MI;11/15/2000 14:00;15/11/2000;14:00
Perry;;TRIANGLE;MI;11/15/2000 17:00;15/11/2000;17:00
Comanche;;OTHER;TX;11/15/2000 17:55;15/11/2000;17:55
Greenwood;;FLASH;AR;11/15/2000 18:00;15/11/2000;18:00
Sidney;;OTHER;TX;11/15/2000 18:00;15/11/2000;18:00
Greenfield Center;GREEN;OTHER;NY;11/15/2000 19:00;15/11/2000;19:00
Kokomo;ORANGE;FLASH;IN;11/15/2000 20:00;15/11/2000;20:00
Portland;;CIRCLE;OR;11/15/2000 20:00;15/11/2000;20:00
Belleville;;VARIOUS;NJ;11/15/2000 20:30;15/11/2000;20:30
Fort Smith;ORANGE;TRIANGLE;AR;11/15/2000 21:00;15/11/2000;21:00
Fruitport;;TRIANGLE;MI;11/15/2000 22:00;15/11/2000;22:00
Arroyo Grande;;OTHER;CA;11/16/2000 0:00;16/11/2000;0:00
Eagletown;;SPHERE;OK;11/16/2000 20:00;16/11/2000;20:00
Auburn;;FIREBALL;WA;11/16/2000 23:00;16/11/2000;23:00
Everett;;OTHER;WA;11/16/2000 23:03;16/11/2000;23:03
Brownsville;;CIRCLE;OR;11/16/2000 23:08;16/11/2000;23:08
Vining;GREEN;OVAL;MN;11/16/2000 23:54;16/11/2000;23:54
San Francisco;;OVAL;CA;11/17/2000 17:00;17/11/2000;17:00
Freehold;;CIRCLE;NJ;11/17/2000 17:30;17/11/2000;17:30
Seabrook;;RECTANGLE;NH;11/17/2000 18:00;17/11/2000;18:00
Greenwich;;LIGHT;NY;11/17/2000 18:30;17/11/2000;18:30
Chiloquin;;OTHER;OR;11/17/2000 19:30;17/11/2000;19:30
Astoria;;LIGHT;OR;11/17/2000 20:18;17/11/2000;20:18
Monticello;ORANGE;VARIOUS;NY;11/17/2000 20:45;17/11/2000;20:45
Alhambra;;OTHER;CA;11/17/2000 22:16;17/11/2000;22:16
New York City;;TRIANGLE;NY;11/18/2000 1:30;18/11/2000;1:30
Pasadena;;LIGHT;CA;11/18/2000 18:30;18/11/2000;18:30
Granite City;;TRIANGLE;IL;11/18/2000 18:45;18/11/2000;18:45
Walnut Creek;;LIGHT;CA;11/18/2000 20:00;18/11/2000;20:00
Dilley;RED BLUE;DISK;TX;11/18/2000 22:15;18/11/2000;22:15
Omaha;;VARIOUS;NE;11/18/2000 23:59;18/11/2000;23:59
Massapequa;;OVAL;NY;11/19/2000 3:00;19/11/2000;3:00
Reedpoint;;FIREBALL;MT;11/19/2000 4:30;19/11/2000;4:30
East Brunswick;;TEARDROP;NJ;11/19/2000 16:35;19/11/2000;16:35
Bradford;;OTHER;MA;11/19/2000 17:00;19/11/2000;17:00
Jamestown;;LIGHT;TN;11/19/2000 17:30;19/11/2000;17:30
Benicia;;OTHER;CA;11/19/2000 17:58;19/11/2000;17:58
Grapevine;;TRIANGLE;TX;11/19/2000 18:00;19/11/2000;18:00
n45 27.944   w088 23.691;;CIRCLE;WI;11/19/2000 18:00;19/11/2000;18:00
Tucson;;VARIOUS;AZ;11/19/2000 18:00;19/11/2000;18:00
Lenexa;ORANGE;FORMATION;KS;11/19/2000 21:15;19/11/2000;21:15
Arlington;RED;DISK;VA;11/19/2000 22:00;19/11/2000;22:00
Westlake;;SPHERE;LA;11/19/2000 22:00;19/11/2000;22:00
Hazelwood;;DISK;MO;11/20/2000 2:00;20/11/2000;2:00
Belfry;BLUE;LIGHT;KY;11/20/2000 3:00;20/11/2000;3:00
Breinigsville;;OTHER;PA;11/20/2000 4:13;20/11/2000;4:13
Lyndhurst;;VARIOUS;VA;11/20/2000 12:15;20/11/2000;12:15
St. Joseph;;EGG;MO;11/20/2000 15:00;20/11/2000;15:00
Seagoville;;TRIANGLE;TX;11/20/2000 19:00;20/11/2000;19:00
Phoenix;;TRIANGLE;AZ;11/20/2000 20:30;20/11/2000;20:30
Destin;;FIREBALL;FL;11/20/2000 22:30;20/11/2000;22:30
Oostburg;;FLASH;WI;11/20/2000 23:00;20/11/2000;23:00
Warrior;;LIGHT;AL;11/21/2000 5:07;21/11/2000;5:07
Kingman;;DISK;AZ;11/21/2000 13:54;21/11/2000;13:54
Morro Bay;;LIGHT;CA;11/21/2000 17:30;21/11/2000;17:30
Cordova;;VARIOUS;AL;11/21/2000 18:00;21/11/2000;18:00
Olympia;;OTHER;WA;11/21/2000 20:00;21/11/2000;20:00
Jackson;;LIGHT;MI;11/22/2000 12:00;22/11/2000;12:00
Coeur d'Alene;ORANGE;LIGHT;ID;11/22/2000 17:15;22/11/2000;17:15
Greensboro;;TRIANGLE;NC;11/22/2000 20:40;22/11/2000;20:40
Omaha;;TRIANGLE;NE;11/22/2000 22:15;22/11/2000;22:15
Seattle;;LIGHT;WA;11/23/2000 1:03;23/11/2000;1:03
Oregon;;TRIANGLE;OH;11/23/2000 6:30;23/11/2000;6:30
West Allenhurst;;OTHER;NJ;11/23/2000 18:15;23/11/2000;18:15
Fountain City;;LIGHT;WI;11/23/2000 18:20;23/11/2000;18:20
El Paso;;CIGAR;NM;11/23/2000 18:37;23/11/2000;18:37
Belton;;LIGHT;TX;11/23/2000 18:40;23/11/2000;18:40
Corpus Christi;;OTHER;TX;11/23/2000 19:45;23/11/2000;19:45
Valley Stream;;TRIANGLE;NY;11/23/2000 20:06;23/11/2000;20:06
Palm Desert;;LIGHT;CA;11/23/2000 21:00;23/11/2000;21:00
Atlanta;;CIRCLE;GA;11/23/2000 21:30;23/11/2000;21:30
Atlanta;;FORMATION;GA;11/23/2000 21:30;23/11/2000;21:30
Auburn;;CIRCLE;NH;11/23/2000 22:00;23/11/2000;22:00
Clintwood;;VARIOUS;VA;11/23/2000 22:00;23/11/2000;22:00
Norwalk;;LIGHT;CA;11/23/2000 22:00;23/11/2000;22:00
Atlanta;;OVAL;GA;11/23/2000 22:45;23/11/2000;22:45
Burlington;;CIRCLE;IL;11/24/2000 1:24;24/11/2000;1:24
Denver;RED;TRIANGLE;CO;11/24/2000 17:52;24/11/2000;17:52
